GEOID20,District
34009030018,1
34009020004,1
34009020001,1
34009030003,1
34009030002,1
34009055009,1
34009025108,1
34009025102,1
34009055013,1
34009020008,1
34009080002,1
34009080001,1
34009035102,1
34009035101,1
34009030016,1
34009020005,1
34009035204,1
34009035203,1
34009075004,1
34009075005,1
34009075002,1
34009075001,1
34009025302,1
34009030014,1
34009030013,1
34009075003,1
34009025301,1
34009025107,1
34009035202,1
34009035201,1
34009140004,1
34009140003,1
34009065001,1
34009140002,1
34009025204,1
34009025203,1
34009010003,1
34009060001,1
34009010001,1
34009010002,1
34009025306,1
34009025309,1
34009025307,1
34009025308,1
34009025202,1
34009025206,1
34009025210,1
34009025104,1
34009025106,1
34009025304,1
34009025305,1
34009025207,1
34009025101,1
34009025303,1
34009025201,1
34009025209,1
34009025208,1
34009025109,1
34009025105,1
34009060002,1
34009025205,1
34009025103,1
34009140005,1
34009140001,1
34009035104,1
34009035103,1
34009040105,1
34009040302,1
34009040303,1
34009040304,1
34009040205,1
34009045002,1
34009040405,1
34009040305,1
34009040404,1
34009040301,1
34001042203,8
34001065004,8
34001042102,8
34001060008,2
34001115002,1
34001060001,2
34001060012,2
34001060002,2
34001060006,2
34001060009,2
34001040010,2
34007180204,4
34001025004,4
34007180101,4
34001065005,8
34001065006,8
34001055003,2
34007175005,4
34007175001,4
34001065007,8
34007025005,6
34007180302,4
34007175008,4
34007030002,6
34005065022,8
34007025003,6
34001040012,2
34001060010,2
34001055010,2
34001055011,2
34001055017,2
34001055006,2
34001055012,2
34001040011,2
34001040019,2
34001040009,2
34001040020,2
34001040015,2
34001055013,2
34001040017,2
34001040022,2
34001040021,2
34001042201,8
34001055016,2
34001055005,2
34001040016,2
34001040003,2
34001005202,2
34001005203,2
34001090202,2
34001040014,2
34001095102,2
34001095101,2
34001090203,2
34001040008,2
34001005102,2
34001095203,2
34001095202,2
34001040013,2
34001005103,2
34001005201,2
34001040007,2
34001042101,8
34001042202,8
34001060004,2
34001090104,2
34001110002,2
34001090103,2
34001110004,2
34001090201,2
34001110001,2
34001010604,2
34029003001,9
34029003011,9
34029150001,9
34029102003,9
34029080004,9
34029080006,9
34029080010,9
34029150015,9
34029080012,9
34029080016,9
34029080009,9
34029085001,9
34029140001,9
34029150002,9
34029155001,9
34029150003,9
34029045001,9
34029080015,9
34029015001,9
34029150014,9
34029080003,9
34001015201,2
34001010101,2
34001010103,2
34001010201,2
34001010102,2
34001010304,2
34029003013,9
34029150009,9
34029150019,9
34029003009,9
34029150007,9
34029150010,9
34029150008,9
34029150020,9
34029150004,9
34029150013,9
34029003010,9
34029150021,9
34029150016,9
34029150017,9
34029150012,9
34029150006,9
34029003003,9
34029150011,9
34029003015,9
34029003014,9
34027045201,25
34027195004,25
34027045101,25
34027195003,25
34027045203,25
34005150005,8
34005150004,8
34005150003,8
34029115002,12
34027065002,25
34027025001,21
34027095004,25
34027095003,25
34027095001,25
34027095005,25
34027082006,21
34027065003,25
34027082005,21
34039005003,21
34039005010,21
34039005004,21
34039005002,21
34027082004,21
34035100009,21
34035105004,21
34035105001,21
34035105002,21
34035100008,21
34039005005,21
34027082003,21
34027100002,25
34027100003,25
34027195005,25
34035100001,21
34035100010,21
34035010020,21
34035010018,21
34035010014,21
34035010013,21
34027045102,25
34027045103,25
34027160005,25
34027160007,25
34027160006,25
34027045303,25
34027045202,25
34027045302,25
34027045403,25
34027045401,25
34027045301,25
34027045402,25
34027175103,25
34027160016,25
34027160002,25
34027175102,25
34027185001,25
34027175101,25
34027175104,25
34027170005,25
34027040301,26
34027040403,26
34027170003,25
34027040203,26
34027065001,25
34027110012,25
34027110021,25
34027110015,25
34027160010,25
34027160011,25
34027180201,24
34027100001,25
34029115005,12
34027110010,25
34027110009,25
34027110007,25
34027110008,25
34027120404,25
34027120102,25
34027120101,25
34027110006,25
34027120104,25
34027120201,25
34027110004,25
34027110003,25
34027060001,26
34027060008,26
34027060002,26
34027060003,26
34027110023,25
34027145001,26
34027040401,26
34027145002,26
34027145039,26
34027145004,26
34027040402,26
34027170004,25
34027040202,26
34027040302,26
34027040303,26
34027115001,26
34027115004,26
34027115006,26
34027115002,26
34027145006,26
34027145009,26
34027145037,26
34027145012,26
34027145010,26
34027145005,26
34027145008,26
34027145007,26
34027125005,26
34027040101,26
34027125001,26
34041065001,23
34041045001,23
34041065002,23
34041020003,23
34041020002,23
34041020004,23
34041020005,23
34025160004,12
34025205001,12
34025160003,12
34027180205,24
34027180202,24
34041020001,23
34037115001,24
34041030002,23
34041060001,24
34041030001,23
34041005004,24
34041005001,24
34041005002,24
34029115003,12
34029115006,12
34029115004,12
34029055024,12
34005095001,8
34005095002,8
34005020001,7
34027180204,24
34027013004,25
34037100002,24
34037100001,24
34037050002,24
34041005003,24
34037040002,24
34027135017,24
34027135020,24
34037040003,24
34037040004,24
34037035002,24
34037010006,24
34037020002,24
34037040001,24
34037020001,24
34027140001,24
34037095001,24
34037095002,24
34027140002,24
34037095003,24
34037020005,24
34027180101,24
34027180105,24
34037020004,24
34037060012,24
34037060006,24
34027180104,24
34027180102,24
34027180103,24
34037090002,24
34037090005,24
34037090014,24
34027130003,25
34027130002,25
34027130001,25
34037060004,24
34027070002,25
34027070003,25
34027070001,25
34027195002,25
34027175301,25
34037030002,24
34037030003,24
34037055007,24
34037055006,24
34037055005,24
34037045001,24
34027195001,25
34027175202,25
34027175201,25
34027175203,25
34027175304,25
34027175303,25
34027175302,25
34027170002,25
34027175204,25
34027070009,25
34027070010,25
34027170001,25
34027175403,25
34027175503,25
34027175501,25
34027175502,25
34027040201,26
34027180203,24
34027095002,25
34027035003,24
34027035004,24
34027040103,26
34027175504,25
34027180301,24
34027180304,24
34027180302,24
34027175601,25
34027175602,25
34027040102,26
34027135015,24
34027135008,24
34027180306,24
34027180305,24
34035000006,21
34035070005,22
34035070008,22
34035005002,23
34035025008,16
34027010003,25
34027175604,25
34027175603,25
34027070011,25
34031075001,25
34027070013,25
34037055004,24
34037110009,24
34037110012,24
34037110007,24
34037025004,24
34037025003,24
34003305012,37
34003305008,37
34003080004,37
34003040003,39
34003040002,39
34003305011,37
34003305010,37
34039060402,22
34035070015,22
34039060403,22
34035070013,22
34035070011,22
34035070006,22
34023085101,17
34035045001,21
34035045002,21
34003045003,39
34003045002,39
34003075102,37
34003075103,37
34003075101,37
34003075302,37
34003305005,37
34023015001,21
34023015002,21
34023085105,17
34023085102,17
34023085104,17
34023015005,21
34023015004,21
34003075301,37
34003075104,37
34003015009,38
34003075303,37
34003075304,37
34003300013,37
34003075404,37
34003265002,39
34003215001,39
34003215002,39
34003075402,37
34003075401,37
34003300014,37
34041060004,24
34041080005,23
34041080006,23
34041040002,23
34041040003,23
34041060003,24
34019090001,16
34003015012,38
34003300017,37
34003300015,37
34003300023,37
34003300016,37
34003300012,37
34003015011,38
34003300009,37
34003300010,37
34003300011,37
34037110017,24
34037110003,24
34003300008,37
34037110016,24
34037110020,24
34003220002,38
34003190001,38
34003220001,38
34037110006,24
34037110008,24
34041040005,23
34027190007,24
34041040006,23
34041040004,23
34041060002,24
34003300007,37
34003115506,37
34003260008,38
34003260006,38
34003260005,38
34003260004,38
34003115502,37
34023085401,17
34023085403,17
34023085107,17
34023085109,17
34003115504,37
34003115505,37
34003115304,37
34003115501,37
34003115405,37
34003115503,37
34003180004,39
34003115404,37
34003115403,37
34003115402,37
34003170004,38
34003170006,38
34003170005,38
34003170001,38
34003270003,38
34003270004,38
34003230001,38
34003230006,38
34003230015,38
34003170007,38
34003285004,38
34003285005,38
34003270001,38
34003270002,38
34003285006,38
34003110007,38
34003255019,40
34003085004,38
34003085003,38
34003230016,38
34003285007,38
34003285008,38
34003285002,38
34003285003,38
34003285009,38
34003085009,38
34003285011,38
34003085008,38
34003067009,35
34029090016,9
34029090026,9
34003067008,35
34003067001,35
34003067010,35
34003067002,35
34003320002,39
34003320003,39
34003320001,39
34003005001,39
34003005002,39
34003067003,35
34031040303,35
34031040313,35
34023085201,17
34023055007,21
34023055008,21
34023055005,21
34023085307,17
34023085209,17
34023085202,17
34023085203,17
34023085206,17
34023085205,17
34031040309,35
34003085023,38
34031040505,35
34031040607,35
34031040606,35
34031040301,35
34031040608,35
34031040603,35
34031040605,35
34031020301,40
34031020103,40
34031020302,40
34031020202,40
34031020203,40
34031020401,40
34031040507,35
34031040602,35
34031040509,35
34031040611,35
34031040601,35
34031040609,35
34031040212,35
34031040211,35
34031040109,35
34031040101,35
34031040102,35
34031040104,35
34031010206,27
34023085306,17
34023085303,17
34023085302,17
34023085301,17
34023085305,17
34023085410,17
34023085404,17
34031040210,35
34031080005,40
34031040209,35
34031040508,35
34041070002,23
34041080001,23
34041115004,23
34041080002,23
34031075011,25
34031075012,25
34031075013,25
34023065112,14
34023065115,14
34023040004,14
34023065111,14
34023105001,16
34023040001,14
34019115001,15
34019035005,15
34019085003,15
34023070606,17
34023070604,17
34023070603,17
34023070602,17
34023070605,17
34023070503,17
34023070502,17
34023070501,17
34023070601,17
34035040326,17
34035050007,16
34031075010,25
34037110015,24
34031055003,26
34003165008,39
34003165009,39
34031060003,40
34031080002,40
34031080001,40
34031080004,40
34031080003,40
34031060001,40
34031070206,40
34031070205,40
34031070207,40
34031060005,40
34031040208,35
34031040207,35
34031060006,40
34031060002,40
34031060004,40
34031070403,40
34031070505,40
34031070404,40
34031070501,40
34031070502,40
34031070405,40
34031070406,40
34031070102,40
34031070201,40
34031070203,40
34031070202,40
34031070204,40
34031070101,40
34031070106,40
34027080401,26
34027080402,26
34027080201,26
34031070103,40
34027155004,26
34027155003,26
34027155002,26
34027155001,26
34013037005,40
34013037002,40
34027080301,26
34027080101,26
34027080202,26
34027080302,26
34013037003,40
34031075003,25
34031075004,25
34031075005,25
34031075002,25
34031075006,25
34027075003,25
34031005001,26
34027165002,26
34031005002,26
34031005005,26
34027105008,26
34027105006,26
34027105014,26
34027105017,26
34027105003,26
34027105012,26
34027105004,26
34027105011,26
34027105018,26
34027105007,26
34027105016,26
34027075004,25
34027075001,25
34027105015,26
34027145032,26
34027075007,25
34027010005,25
34027010004,25
34027105001,26
34027005201,26
34027005202,26
34027005401,26
34027005302,26
34027010002,25
34027005301,26
34027005102,26
34027005101,26
34027005402,26
34027145018,26
34027010001,25
34027125002,26
34027125003,26
34003080003,37
34003080002,37
34003075201,37
34003095010,37
34003095014,37
34003080001,37
34003075202,37
34003075403,37
34003095012,37
34003075203,37
34003075204,37
34003300020,37
34003300019,37
34003300022,37
34003300018,37
34003300021,37
34003300005,37
34003300004,37
34003300006,37
34003245004,36
34023065104,14
34023065212,14
34023065211,14
34023065105,14
34023065102,14
34023070403,17
34023070203,17
34023070401,17
34023070405,17
34023070504,17
34023065113,14
34023065208,14
34023065205,14
34023065101,14
34003020001,37
34003115305,37
34003115101,37
34003115102,37
34003115302,37
34003115303,37
34003115104,37
34003115301,37
34003115201,37
34003115401,37
34017030F01,31
34017030F31,31
34017030F02,31
34017030F30,31
34003115204,37
34003115205,37
34003115203,37
34003115202,37
34003155012,38
34023070207,17
34023070205,17
34023070206,17
34035040544,17
34035040545,17
34023070404,17
34003125006,38
34003125007,38
34003125008,38
34023075001,17
34023075006,17
34003155001,38
34003155011,38
34003155010,38
34003155009,38
34003285001,38
34003060001,36
34003025001,36
34003025002,36
34003105503,35
34003105502,35
34003105501,35
34003325003,36
34003105101,35
34003295001,38
34003105301,35
34003105103,35
34003105302,35
34023020004,18
34023075007,17
34023075013,17
34023075004,17
34023075016,17
34023075010,17
34023020027,18
34023105004,16
34023020034,18
34023075020,17
34023075023,17
34023075024,17
34023065107,14
34041115003,23
34041110001,23
34041115005,23
34041110002,23
34041085001,23
34003105402,35
34003105403,35
34003105201,35
34003105202,35
34031010308,27
34003105401,35
34017035401,31
34003195009,36
34003160004,36
34003195010,36
34031010405,27
34031010401,27
34031010404,27
34031010304,27
34031010301,27
34031035205,36
34031035206,36
34023065215,14
34023065210,14
34023065109,14
34023065110,14
34023010003,14
34023010001,14
34031010306,27
34031010202,27
34031010204,27
34023075011,17
34023065114,14
34023065214,14
34031040610,35
34013080206,34
34031010123,27
34023065117,14
34023065116,14
34025255003,12
34025255001,12
34027135014,24
34035065019,16
34035065016,16
34027135018,24
34027135012,24
34025210006,13
34025210003,13
34025215001,13
34025165002,13
34025215002,13
34023030001,12
34023020010,18
34023020023,18
34027190002,24
34027190004,24
34027190001,24
34027190005,24
34027190003,24
34023065201,14
34023020039,18
34023020036,18
34023020014,18
34023020031,18
34023020038,18
34023020011,18
34023020003,18
34023115004,18
34023060002,18
34023060004,18
34023060008,18
34023060006,18
34023060009,18
34023060007,18
34023060001,18
34023060003,18
34031010210,27
34031010203,27
34031010207,27
34031010209,27
34031010205,27
34031010208,27
34031010114,27
34023020019,18
34023020032,18
34023020015,18
34023070204,17
34023070201,17
34023070202,17
34023070103,17
34023070102,17
34023070101,17
34023095030,19
34023095010,19
34023025012,18
34023125201,19
34023035013,18
34023035007,18
34023035008,18
34023025027,18
34023085406,17
34023025031,18
34023085405,17
34023085407,17
34023085208,17
34023085409,17
34023085402,17
34023110015,18
34023025077,18
34023025071,18
34023025005,18
34023025003,18
34023085103,17
34023110007,18
34025160007,12
34025255002,12
34021060003,14
34021005007,14
34021065016,15
34021005001,14
34021005014,14
34023110014,18
34023110006,18
34039060307,22
34039060306,22
34039060405,22
34035070009,22
34039060401,22
34039060404,22
34023075014,17
34023070402,17
34039060310,22
34035105005,21
34035070001,22
34023005009,19
34039045701,22
34035105003,21
34035070004,22
34035070002,22
34035070014,22
34039005011,21
34039005008,21
34039005006,21
34027025008,21
34039055004,21
34039055005,21
34039005009,21
34027025007,21
34027025002,21
34027025003,21
34039055010,21
34039055007,21
34039055008,21
34027025009,21
34013060016,27
34013060005,27
34013050010,27
34013050017,27
34027085003,25
34027055006,26
34027110005,25
34027085014,25
34027060007,26
34031080006,40
34025090003,13
34031080007,40
34027060004,26
34027060006,26
34031025003,40
34031025007,40
34031025009,40
34031010121,27
34031025006,40
34031025002,40
34031025001,40
34013065201,27
34027050007,26
34027060005,26
34027145011,26
34027145015,26
34027145013,26
34027145016,26
34027145017,26
34027145024,26
34027145020,26
34027145014,26
34027125004,26
34027145003,26
34027145019,26
34027060009,26
34013025008,40
34031025008,40
34031025004,40
34013025001,40
34013025002,40
34023040002,14
34023065202,14
34023040003,14
34031025005,40
34023065209,14
34023065203,14
34023065204,14
34023065308,14
34023065213,14
34023065207,14
34023065206,14
34027145023,26
34027145021,26
34027145028,26
34025160002,12
34025130018,12
34025080023,11
34025080024,11
34025080019,11
34027145022,26
34027145038,26
34027145025,26
34027145030,26
34027145029,26
34027145031,26
34027145033,26
34027145034,26
34027105010,26
34027105009,26
34027050005,26
34027050006,26
34027145026,26
34027105002,26
34025160005,12
34025160001,12
34025160006,12
34029055020,12
34029055023,12
34027105013,26
34027105005,26
34029070040,30
34029070002,30
34029070025,30
34029070010,30
34013037004,40
34013075002,40
34013110102,27
34013027S06,34
34013110103,27
34019130002,15
34021010024,15
34021010026,15
34021010019,15
34021030002,15
34005192011,7
34005045001,7
34005155003,7
34005045002,7
34005045003,7
34005155002,7
34005155004,7
34005050101,7
34005050104,7
34005050103,7
34005050302,7
34005155008,7
34005050105,7
34005050102,7
34005050205,7
34005050106,7
34005050303,7
34005115009,7
34005050305,7
34005040011,7
34005040013,7
34005040012,7
34005040009,7
34005040010,7
34005040001,7
34005050301,7
34005050306,7
34005080002,8
34005080003,8
34005115006,7
34005115010,7
34005115003,7
34005115004,7
34005115005,7
34005115008,7
34005115007,7
34005115002,7
34005115011,7
34005125006,7
34005125008,7
34005100015,6
34005100016,6
34005065007,8
34005065021,8
34007043017,6
34007043045,6
34005125003,7
34007043007,6
34007043043,6
34007043016,6
34007043027,6
34007043044,6
34007043026,6
34007043039,6
34041110003,23
34041085002,23
34041105003,23
34041105002,23
34041105001,23
34041110004,23
34021030010,15
34021030009,15
34021030007,15
34021030004,15
34021030001,15
34021040002,15
34021030012,15
34021055W02,15
34021010010,15
34021010009,15
34021010006,15
34007043011,6
34007043031,6
34007043042,6
34007043040,6
34007043037,6
34007043022,6
34041050002,23
34041115001,23
34041115006,23
34041105004,23
34041110006,23
34023090008,14
34023090009,14
