GEOID20,District
34023090002,14
34023090010,14
34023090004,14
34023090006,14
34023105026,16
34041025002,23
34019010004,23
34019065001,23
34023105015,16
34023010002,14
34019125002,23
34019125003,23
34019010001,23
34019010003,23
34041025001,23
34019125001,23
34021005003,14
34007043018,6
34005100011,6
34005100018,6
34005100009,6
34005100001,6
34005100004,6
34023105029,16
34023105028,16
34035040328,17
34035040324,17
34035040329,17
34035040425,17
34023090005,14
34023105003,16
34023105027,16
34023090001,14
34023090007,14
34023065108,14
34021050015,16
34021065009,15
34021065006,15
34021050016,16
34021050019,16
34023090013,14
34021050017,16
34021050018,16
34021050013,16
34005115001,7
34023105023,16
34023105030,16
34023105002,16
34023105017,16
34023105014,16
34023105013,16
34023105010,16
34023105025,16
34023105019,16
34023105020,16
34019085004,15
34019130001,15
34019035001,15
34019085002,15
34019040002,15
34019035003,15
34019035004,15
34019080002,15
34019035002,15
34021050011,16
34021050012,16
34021050014,16
34021060001,14
34021065013,15
34021065003,15
34021050021,16
34021050020,16
34019040001,15
34019040005,15
34021050007,16
34021050010,16
34021050008,16
34021065002,15
34021050005,16
34021050009,16
34019105018,16
34019045003,16
34019105011,16
34019105010,16
34019105016,16
34019080001,15
34019050002,23
34019105005,16
34019105003,16
34019050003,23
34019005002,23
34021050003,16
34021050002,16
34021065004,15
34021050001,16
34019050001,23
34019125004,23
34019110006,16
34019030007,16
34019030001,16
34019030011,16
34019040004,15
34021030006,15
34019105013,16
34019040003,15
34019105008,16
34035050030,16
34021025002,15
34021025001,15
34035050008,16
34035065003,16
34035065004,16
34019110011,16
34035025012,16
34019110001,16
34019070001,16
34019095004,23
34019095005,23
34019095003,23
34041110005,23
34019095001,23
34019020001,23
34019095002,23
34027190012,24
34041095201,23
34041095101,23
34041100001,23
34041095401,23
34019005001,23
34019005003,23
34019005004,23
34019095006,23
34041080003,23
34035030023,23
34035030010,23
34035010016,21
34023105016,16
34007043019,6
34007043020,6
34007043013,6
34019085001,15
34021030003,15
34035040101,17
34035085001,16
34035065001,16
34019100001,23
34005030010,7
34005075301,7
34005075302,7
34019080004,15
34019080003,15
34035065013,16
34021050022,16
34035065002,16
34035065014,16
34035065015,16
34035065018,16
34019075001,23
34041100002,23
34019075004,23
34005040016,7
34005040017,7
34005040015,7
34005040014,7
34005040002,7
34005040019,7
34007085009,6
34007043048,6
34005040005,7
34005040018,7
34005040003,7
34005040008,7
34005040020,7
34005160001,7
34007055010,5
34007040206,5
34007185002,5
34007040204,5
34007055009,5
34007040205,5
34007077203,5
34007077103,5
34007077201,5
34007077101,5
34007077102,5
34007077202,5
34007077302,5
34007040203,5
34007040211,5
34007040202,5
34007040201,5
34007135005,5
34007040303,5
34007135020,5
34005140007,7
34005140006,7
34005140005,7
34005140004,7
34007135006,5
34007135004,5
34007135016,5
34007040308,5
34007040407,5
34007040408,5
34007040409,5
34007040305,5
34007040301,5
34005140008,7
34005140009,7
34005040007,7
34007020005,5
34007020006,5
34007125004,5
34007077301,5
34005100008,6
34005100006,6
34005100005,6
34005100014,6
34005100007,6
34007135019,5
34007135012,5
34007135007,5
34007040106,5
34007040107,5
34007040110,5
34007040109,5
34007040108,5
34007040105,5
34007040102,5
34007040101,5
34007120003,5
34007135010,5
34007135011,5
34007120001,5
34007120002,5
34007040103,5
34007040410,5
34007040401,5
34007185001,5
34007040207,5
34007080014,6
34007080001,6
34007085008,6
34007043021,6
34007043025,6
34007043012,6
34007080006,6
34007125001,5
34007005003,5
34007010001,6
34007125002,5
34007040208,5
34007040209,5
34007135023,5
34007135017,5
34007040210,5
34007090007,5
34007090006,5
34007040403,5
34007040104,5
34007135013,5
34007043010,6
34007085003,6
34007085007,6
34007085001,6
34007085002,6
34007043024,6
34007043015,6
34007043041,6
34007043023,6
34007043003,6
34007043004,6
34007043006,6
34007043001,6
34007080012,6
34007080015,6
34007080010,6
34007080009,6
34007055007,5
34007080013,6
34007080008,6
34007043009,6
34007135024,5
34007080011,6
34007080003,6
34007080002,6
34007080005,6
34007130004,6
34007055003,5
34007005008,5
34007005004,5
34007090001,5
34007085005,6
34007090004,5
34007005007,5
34007085006,6
34007055002,5
34007080007,5
34007055012,5
34007055004,5
34007055008,5
34007135015,5
34007055006,5
34007130002,6
34007055005,5
34007130003,6
34007080004,6
34007005001,5
34007005005,5
34007043032,6
34007085010,6
34007090005,5
34007055011,5
34007040304,5
34007005006,5
34007005002,5
34007135022,5
34007040306,5
34007040406,5
34007040307,5
34007040309,5
34007040302,5
34007135002,5
34007135021,5
34007135008,5
34007135001,5
34007043038,6
34005100013,6
34005100003,6
34005100010,6
34005100012,6
34005100002,6
34005100019,6
34005100017,6
34005160003,7
34005140003,7
34005140002,7
34005040006,7
34005140001,7
34005160002,7
34005040004,7
34019075005,23
34019075003,23
34019015001,23
34041035002,23
34019010002,23
34041035004,23
34041025003,23
34041035001,23
34019075002,23
34041010002,23
34041075003,23
34041075002,23
34041050001,23
34041010001,23
34019055001,15
34041035003,23
34041075001,23
34041015002,23
34041015003,23
34041115002,23
34041075007,23
34041095301,23
34041095601,23
34041100004,23
34041100003,23
34041095702,23
34041095703,23
34041095701,23
34041075006,23
34041095602,23
34041095502,23
34041075004,23
34041075005,23
34041095501,23
34041015001,23
34005015301,7
34005015201,7
34005020007,7
34005015102,7
34005020005,7
34005020006,7
34005020004,7
34021015014,14
34005020002,7
34005020003,7
34005035001,8
34005015101,7
34005020008,7
34005035002,8
34029115001,12
34005130001,8
34005135001,12
34005175001,8
34005150006,8
34005055007,8
34005095008,8
34021005006,14
34005095006,8
34005200002,8
34005175003,8
34005150010,8
34021015049,14
34021015031,14
34021015024,14
34021015037,14
34021015008,14
34021015046,14
34021015029,14
34021015063,14
34021015038,14
34005150007,8
34005150008,8
34005170001,8
34025255004,12
34021035015,15
34021035011,15
34021035014,15
34021035013,15
34021035019,15
34021035012,15
34021035016,15
34021035017,15
34021035018,15
34021035002,15
34021035008,15
34021015052,14
34021060008,14
34021060002,14
34021060005,14
34021015025,14
34021015007,14
34021015033,14
34021015001,14
34021015047,14
34021015060,14
34021015051,14
34021015061,14
34021015064,14
34021015035,14
34021015006,14
34021015041,14
34021015026,14
34021015016,14
34021010018,15
34021015023,14
34021015017,14
34021015013,14
34021055S01,15
34021055E05,15
34021055S04,15
34021015011,14
34021055S09,15
34005015103,7
34005070001,7
34005095003,8
34005080005,8
34021015032,14
34021015044,14
34021015021,14
34021015058,14
34021055W11,15
34005075103,7
34005075202,7
34005075101,7
34005075102,7
34005075201,7
34021015010,14
34021015036,14
34021015056,14
34021015019,14
34021015002,14
34021015043,14
34021015042,14
34021060004,14
34005030011,7
34005030012,7
34005030013,7
34005030016,7
34005030017,7
34005075303,7
34021065015,15
34021065007,15
34005075203,7
34005175002,8
34005055001,8
34005055002,8
34005120004,8
34005055004,8
34005055003,8
34005155001,7
34005115014,7
34005115018,7
34005050201,7
34005050206,7
34005115017,7
34005115019,7
34005050202,7
34005050203,7
34005050304,7
34005125014,7
34005125025,7
34005125005,7
34005125018,7
34005090005,8
34005030014,7
34005030008,7
34005025303,7
34005030009,7
34005030018,7
34005030015,7
34005190005,8
34005120007,8
34005125024,7
34005125019,7
34005120006,8
34005120005,8
34005060002,7
34005060003,7
34005125002,7
34005115020,7
34005192034,7
34005192036,7
34005192035,7
34005120001,8
34005190003,8
34005120002,8
34005090002,8
34005950010,8
34005125016,7
34005125027,7
34005105006,8
34005090001,8
34005125020,7
34005080004,8
34005090004,8
34005190002,8
34005190001,8
34005105005,8
34005105002,8
34005125021,7
34005125022,7
34005125023,7
34005190004,8
34005105015,8
34005125012,7
34005125004,7
34005105008,8
34005065025,8
34005192021,7
34005192028,7
34005192024,7
34005192022,7
34005115016,7
34005125015,7
34005125011,7
34005115015,7
34005192033,7
34005192032,7
34005030019,7
34005060007,7
34005060006,7
34005192002,7
34005115012,7
34005115013,7
34005105009,8
34005105017,8
34005105001,8
34005025203,7
34005030005,7
34005030007,7
34005025402,7
34005025202,7
34005025401,7
34005030006,7
34005125007,7
34005125009,7
34005125001,7
34005125010,7
34005065012,8
34005065005,8
34005065006,8
34005065023,8
34005125017,7
34005065009,8
34005125013,7
34005065013,8
34007043028,6
34005192001,7
34005192005,7
34005192004,7
34005030004,7
34005192031,7
34005192018,7
34005192015,7
34005192006,7
34005192016,7
34005192014,7
34005192010,7
34005192003,7
34005192019,7
34005192023,7
34005060005,7
34005030002,7
34005030001,7
34005050204,7
34005045006,7
34005060008,7
34005192009,7
34005192029,7
34005192013,7
34005030003,7
34005045004,7
34005045005,7
34005060004,7
34005192008,7
34005192030,7
34005192012,7
34005192025,7
34005192007,7
34005155007,7
34005155005,7
34005155006,7
34005060001,7
34005010001,7
34005010002,7
34005192026,7
34005192017,7
34005010003,7
34005192027,7
34005192020,7
34005025403,7
34005025201,7
34005025103,7
34005025102,7
34005120003,8
34005095005,8
34005095004,8
34021055W10,15
34021055W01,15
34021055W05,15
34021055W07,15
34021055W14,15
34021055W12,15
34021055W16,15
34021055W04,15
34021055W08,15
34021055W15,15
34021055W13,15
34021055W03,15
34021055N05,15
34021035010,15
34021035009,15
34021055N01,15
34021035006,15
34021035021,15
34021035001,15
34021035020,15
34021055W09,15
34021055N03,15
34021035005,15
34021010007,15
34021010015,15
34021010011,15
34021035003,15
34021055N04,15
34021010023,15
34021010022,15
34021010028,15
34021010025,15
34021010012,15
34021010017,15
34021010004,15
34021010005,15
34021010013,15
34021010027,15
34021010002,15
34021010021,15
34021010008,15
34021010001,15
34021055N11,15
34021055N02,15
34021055N07,15
34021055E01,15
34021055E04,15
34021015012,14
34021055S06,15
34021015005,14
34021015004,14
34021055N08,15
34021055N06,15
34021055S03,15
34021055S07,15
34021055N09,15
34021015018,14
34021055E09,15
340210055E7,15
34021055E08,15
34021055E02,15
34021055E06,15
34021055S02,15
34021055S08,15
34021015039,14
34021055S05,15
34021055W06,15
34021055N10,15
34021055N12,15
34021055E03,15
34021040003,15
34021040001,15
34021010020,15
34021010014,15
34021030011,15
34021010003,15
34021010016,15
34005200001,8
34005150002,8
34005145001,8
34021015015,14
34021015048,14
34021015054,14
34021015034,14
34021015027,14
34023090003,14
34023090011,14
34023090012,14
34021065014,15
34021015062,14
34021015020,14
34021015059,14
34021015040,14
34021005009,14
34021005010,14
34021005011,14
34025010001,12
34025010002,12
34021015050,14
34021015028,14
34021060007,14
34021065011,15
34021065012,15
34021060009,14
34021060006,14
34021065001,15
34021065005,15
34021015055,14
34021015009,14
34021015045,14
34021015057,14
34021015053,14
34021005008,14
34021005013,14
34021005004,14
34021005005,14
34021005002,14
34021015022,14
34021015030,14
34021015003,14
34021065010,15
34021065008,15
34021050006,16
34021020002,14
34021020001,14
34021020004,14
34021020003,14
34023065106,14
34021005012,14
34021005015,14
34021005016,14
34023065103,14
34027135006,24
34027190013,24
34027190008,24
34027135010,24
34027135009,24
34027135011,24
34035005004,23
34035005007,23
34035005006,23
34035005008,23
34035005009,23
34035030022,23
34035030017,23
34027035002,24
34027135013,24
34035100003,21
34035100004,21
34035030024,23
34035020006,23
34035020003,23
34035020007,23
34035030015,23
34035005003,23
34019120001,23
34035035001,21
34035015005,21
34035030006,23
34035010022,21
34035010021,21
34035010004,21
34035030028,23
34035090008,23
34035090003,23
34035090004,23
34035090007,23
34035090005,23
34035030011,23
34035030026,23
34035005005,23
34019030005,16
34019030006,16
34019120005,23
34019110003,16
34019120002,23
34035100007,21
34027065004,25
34035100011,21
34027082001,21
34035030027,23
34035030014,23
34035030021,23
34035030007,23
34035030018,23
34035030013,23
34035075001,21
34035005001,23
34035075002,21
34027135022,24
34027030001,24
34027035001,24
34027135001,24
34027135002,24
34027135003,24
34027135004,24
34035010015,21
34035010019,21
34035100006,21
34035010017,21
34035010009,21
34035010006,21
34035010011,21
34035010010,21
34035100002,21
34035030004,23
34035030029,23
34035030032,23
34035030019,23
34035065007,16
34035050001,16
34035050031,16
34035050010,16
34035050026,16
34035065009,16
34035010012,21
34035010008,21
34035030030,23
34035030025,23
34035050002,16
34035050017,16
34035050016,16
34035100005,21
34035100012,21
34035040220,17
34035040219,17
34035040551,17
34035040222,17
34035025010,16
34035030016,23
34035030033,23
34035030031,23
34035030036,23
34035030035,23
34035080005,23
34035050027,16
34035050009,16
34035060001,16
34035040327,17
34035025013,16
34035050003,16
34035050028,16
34019030004,16
34019070002,16
34019030003,16
34019030009,16
34019030012,16
34027035005,24
34027135005,24
34019025001,16
34035025006,16
34035030001,23
34035030002,23
34035080002,23
34035025015,16
34035025003,16
34035025005,16
34019025002,16
34019030002,16
34019030008,16
34019060001,23
34035025016,16
34035025007,16
34019110002,16
34019110004,16
34019110010,16
34035025011,16
34035025009,16
34035025014,16
34019110012,16
34035000005,21
34035100013,21
34023085207,17
34023055002,21
34023055001,21
34035045003,21
34035025002,16
34019110015,16
34019110009,16
34019110013,16
34019110008,16
34019110016,16
34019110007,16
34019105001,16
34019105012,16
34019105002,16
34027135007,24
34035065008,16
34019105006,16
34019105017,16
34019105021,16
34019105019,16
34019105004,16
34019105020,16
34019105015,16
34019045002,16
34019045001,16
34019110005,16
34019110014,16
34019105014,16
34019105009,16
34019105007,16
34027190006,24
34027190009,24
34027190011,24
34019120004,23
34019120003,23
34041080004,23
34041040001,23
34019030010,16
34019070003,16
34027135019,24
34027135016,24
34027135021,24
34041040007,23
34027190010,24
34035040221,17
34035040550,17
34035040437,17
34035040214,17
34035040548,17
34035040435,17
34035040442,17
34035040549,17
34035040523,17
34035050013,16
34035050033,16
34035050015,16
34035050006,16
34035040211,17
34035040212,17
34035055003,23
34035055002,23
34035040102,16
34023105007,16
34035040103,17
34035030008,23
34035055007,23
34035055006,23
34035050005,16
34035055005,23
34035040438,17
34035040439,17
34023075018,17
34023075015,17
34035040440,17
34035040441,17
34023075027,17
34023075019,17
34023075002,17
34035040443,17
34035040546,17
34035020004,23
34035040217,17
34035040218,17
34035040216,17
34023105024,16
34035040104,17
34023105009,16
34023105005,16
34035040105,17
34023105006,16
34035050014,16
34035065017,16
34035050004,16
34035050023,16
34035065012,16
34035050018,16
34035050022,16
34035050020,16
34035050011,16
34035040110,17
34023085210,17
34023085310,17
34035030020,23
34035040547,17
34035055004,23
34035050029,16
34035050021,16
34023085304,17
34035040436,17
34035050025,16
34035050012,16
34035055001,23
34035030003,23
34035090009,23
34035090006,23
34035090012,23
34035065005,16
34035065006,16
34035080001,23
34035040106,17
34035040107,17
34035040108,17
34035050024,16
34035050032,16
34035050019,16
34035065010,16
34035040109,17
34035090001,23
34023075003,17
34035065011,16
34035080004,23
34035090002,23
34035090011,23
34035080003,23
34035030005,23
34035030034,23
34035090010,23
34023105008,16
34023105022,16
34023075017,17
34035040333,17
34035040331,17
34035040330,17
34023075012,17
34023075022,17
34023075009,17
34023075005,17
34023075026,17
34023075025,17
34023105021,16
34023105018,16
34023105011,16
34023105012,16
34023075021,17
34035040332,17
34035040334,17
34035095001,17
34035095003,17
34035020001,23
34035095002,17
34035040213,17
34023085309,17
34023085308,17
34023055009,21
34023055004,21
34023055006,21
34023055003,21
34035030009,23
34035045004,21
34023055010,21
34035040215,17
34035020002,23
34035020005,23
34035030012,23
34023085204,17
34023085108,17
34023085106,17
34023015003,21
34023015006,21
34035010005,21
34035015006,21
34027090003,25
34027090004,25
34027090001,25
34027090005,25
34027160017,25
34027160013,25
34027090002,25
34035015003,21
34035010002,21
34035015002,21
34035010001,21
34035010003,21
34035015007,21
34035015001,21
34027160018,25
34027110013,25
34027110014,25
34027110011,25
34035010007,21
34027160014,25
34027160012,25
34027082002,21
34027160004,25
34027160008,25
34027160015,25
34027160001,25
34027160019,25
34027110016,25
34035015004,21
34027110017,25
34027110018,25
34027110022,25
34027160009,25
34027180402,24
34027180401,24
34035010024,21
34035010023,21
34027180406,24
34027180303,24
34027180405,24
34027180404,24
34027180403,24
34027110002,25
34027110001,25
34027115005,26
34027120402,25
34027110019,25
34027120401,25
34027110020,25
34027120302,25
34027160003,25
34027115003,26
34027120301,25
34027120303,25
34027120403,25
34027120103,25
34027120203,25
34027120202,25
34037035001,24
34037065001,24
34037065002,24
34037090012,24
34037090007,24
34037090010,24
34037090003,24
34037030001,24
34037045002,24
34037055002,24
34037055001,24
34037055003,24
34037065003,24
34037120003,24
34037120002,24
34037120008,24
34037070002,24
34037010004,24
34037010003,24
34037020006,24
34037090006,24
34037090004,24
34037060007,24
34037060010,24
34037060002,24
34037120005,24
34037120004,24
34027070006,25
34027070004,25
34037090013,24
34027070008,25
34037010001,24
34037010002,24
34037090008,24
34037110001,24
34027070014,25
34027070012,25
34037105001,24
34037120007,24
34037070001,24
34037060005,24
34037060008,24
34037070003,24
34037110004,24
34037085001,24
34037025002,24
34037025001,24
34037110002,24
34037110018,24
34037110011,24
34037015001,24
34037050003,24
34037050004,24
34037075002,24
34037010005,24
34037005001,24
34037035004,24
34037020003,24
34037050001,24
34037075003,24
34037075004,24
34037075001,24
34037075006,24
34037100003,24
34037110005,24
34037035003,24
34037075005,24
34037090001,24
34027070007,25
34037090011,24
34037080002,24
34037080001,24
34027070005,25
34037090009,24
34037060001,24
34037060003,24
34037060009,24
34037060011,24
34027175402,25
34027175401,25
34027175404,25
34037120006,24
34037110010,24
34037110014,24
34037110013,24
34037110019,24
34025105004,13
34025105005,13
34025105002,13
34025105006,13
34025155030,13
34023077608,12
34025130020,12
34025130024,12
34025130019,12
34025130009,12
34025130004,12
34025130003,12
34025130023,12
34023077510,12
34023065307,14
34023065305,14
34023077306,12
34023077307,12
34025140009,13
34023077208,12
34023077202,12
34025140004,13
34025155045,13
34025155001,13
34025155020,13
34025155022,13
34025155031,13
34025155014,13
34025155011,13
34025155012,13
34025155032,13
34025155008,13
34025155018,13
34025200006,11
34025225002,11
34025155010,13
34025200008,11
34025155029,13
34039020102,20
34039020105,20
34039020104,20
34039020107,20
34039020108,20
34025085002,13
34025085001,13
34025085003,13
34025140010,13
34025140002,13
34025140005,13
34023077507,12
34023077207,12
34025140024,13
34025140008,13
34025140012,13
34025140018,13
34025140016,13
34025130007,12
34025140015,13
34025155003,13
34025155036,13
34025155028,13
34025155034,13
34023065304,14
34025130021,12
34025130022,12
34025130001,12
34025140019,13
34025140027,13
34025140023,13
34023065310,14
34023065309,14
34023065306,14
34025080004,11
34025080020,11
34025080018,11
34025095004,30
34025080009,11
34025080026,11
34025080013,11
34023065302,14
34023065303,14
34023065301,14
34023120005,12
34023120006,12
34023077602,12
34023077404,12
34023077405,12
34023077407,12
34023077509,12
34023077401,12
34023077409,12
34023077403,12
34025155023,13
34025155024,13
34025047002,11
34025090005,13
34023080105,19
34023095006,19
34023100202,19
34025140013,13
34025155043,13
34025155041,13
34025155040,13
34025155035,13
34025140025,13
34025047006,11
34025047004,11
34025003013,13
34025145004,12
34025140026,13
34025047008,11
34025155005,13
34025155019,13
34025155044,13
34025155039,13
34025155038,13
34025210002,13
34025247002,11
34025247001,11
34025082007,13
34025082005,13
34025082011,13
34025082017,13
34025090006,13
34025155002,13
34025155004,13
34025065001,11
34025210001,13
34025025002,13
34025003001,13
34025003005,13
34025003012,13
34025003011,13
34025003010,13
34025003009,13
34023120002,12
34023120007,12
34023120001,12
34023120004,12
34023077204,12
34023077406,12
34025130012,12
34025025004,13
34025025001,13
34025025003,13
34025210005,13
34023115010,18
34023095033,19
34023095028,19
34023077606,12
34023077605,12
34023077505,12
34023077508,12
34023077506,12
34025050001,11
34025125001,11
34025125008,11
34025125002,11
34025165001,13
34025210004,13
34025090001,13
34025090002,13
34025090007,13
34025065002,11
34025065005,11
34025190001,13
34025065004,11
34025065003,11
34025065006,11
34025247004,11
34025247006,11
34025005001,11
34025015006,11
34025015007,11
34025120001,11
34025185016,11
34025185020,11
34029070007,30
34029070014,30
34029070008,30
34029035003,10
34029035034,10
34029035009,10
34029035004,10
34029035010,10
34029035060,10
34029025137,9
34029110001,9
34029050001,10
34029050002,10
34029110002,9
34029025205,9
34029055021,12
34029055013,12
34029055031,12
34029020002,9
34029020001,9
34029025134,9
34029070021,30
34025095003,30
34025095025,30
34025095022,30
34025095007,30
34029055002,12
34029025240,9
34029025235,9
34029035049,10
34029035024,10
34029035059,10
34029035043,10
34029070029,30
34029070020,30
34029035050,10
34029035044,10
34029035052,10
34029070041,30
34029070016,30
34029070026,30
34029070042,30
34029070005,30
34025095029,30
34025095013,30
34025095001,30
34025095010,30
34025095031,30
34025095030,30
34025047003,11
34025140001,13
34025140014,13
34025140006,13
34025047007,11
34025047001,11
34025095027,30
34025170020,11
34025185022,11
34025170019,11
34029070035,30
34029090002,9
34029070017,30
34029070036,30
34029070027,30
34029070004,30
34029070012,30
34029055018,12
34029055019,12
34029025421,9
34029035014,10
34029055022,12
34029055005,12
34029055026,12
34029090031,9
34029090037,9
34029090005,9
34029075002,10
34029035056,10
34029035057,10
34029035039,10
34029035023,10
34029035028,10
34029035035,10
34029035022,10
34029070030,30
34029070023,30
34029070031,30
34029070034,30
34025200001,11
34025200002,11
34025200005,11
34025045002,10
34025045001,10
34025135001,10
34025135003,10
34025260011,30
34025260009,30
34025260016,30
34029025331,9
34025260018,30
34025260017,30
34025080008,11
34029055007,12
34029055008,12
34025260002,30
34025260014,30
34025260012,30
34025260008,30
34025095008,30
34029055027,12
34029055009,12
34025095016,30
34025245003,10
34025135004,10
34025095017,30
34025095009,30
34025095011,30
34025095005,30
34029030036,10
34029030008,10
34029030019,10
34029030045,10
34029070019,30
34029070022,30
34029070018,30
34029070015,30
34029070037,30
34029070028,30
34029030041,10
34029030001,10
34029030016,10
34029070009,30
34029070013,30
34029030050,10
34025095026,30
34029030046,10
34029030021,10
34029030020,10
34029030056,10
34029030017,10
34029030027,10
34029030054,10
34025070001,30
34025095002,30
34029030039,10
34025095015,30
34029030029,10
34025095019,30
34025095018,30
34029020004,9
34029020007,9
34029020005,9
34029123004,10
34029123003,10
34029030023,10
34029030057,10
34029030030,10
34029030003,10
34029030024,10
34029030031,10
34029123001,10
34029030028,10
34029030048,10
34029030047,10
34029035017,10
34029035061,10
34029035046,10
34029035055,10
34029145003,10
34029025301,9
34029120006,10
34029120002,10
34025045003,10
34029030026,10
34029095001,10
34029070011,30
34029070001,30
34029055015,12
34029120004,10
34029120005,10
34029120003,10
34029120001,10
34029120010,10
34029055032,12
34029055025,12
34029055012,12
34029035002,10
34029035001,10
34029035036,10
34029090010,9
34025080011,11
34029055006,12
34029055016,12
34029070006,30
34029070043,30
34029030002,10
34029030042,10
34029030011,10
34025080002,11
34025095032,30
34025095014,30
34029030038,10
34029030022,10
34029030052,10
34029030014,10
34029035058,10
34029035030,10
34029035048,10
34029070032,30
34029090029,9
34029065001,9
34029090001,9
34029090008,9
34029090011,9
34029090012,9
34029090007,9
34029090006,9
34029090018,9
34029090019,9
34029090015,9
34029025424,9
34029025425,9
34029025423,9
34029090039,9
34029090028,9
34029035006,10
34029035037,10
34029035021,10
34029035025,10
34029035051,10
34029090004,9
34029035063,10
34029035013,10
34029090024,9
34029090033,9
34029090003,9
34029025418,9
34029035040,10
34029145001,10
34029025414,9
34029025326,9
34029025428,9
34029025330,9
34029025319,9
34029025438,9
34029025410,9
34029025412,9
34029025313,9
34029090032,9
34029090036,9
34029090038,9
34029035018,10
34029020006,9
34029090034,9
34029090027,9
34029090025,9
34029090020,9
34029090030,9
34029090035,9
34029090014,9
34029090013,9
34029090017,9
34029025409,9
34029025308,9
34029145002,10
34029025329,9
34029025327,9
34029020003,9
34029070033,30
34029035047,10
34029070038,30
34029070039,30
34029035062,10
34029035045,10
34029090022,9
34029090023,9
34029090021,9
34025080021,11
34025080015,11
34025095021,30
34025095028,30
34029055017,12
34025080010,11
34025080025,11
34025080022,11
34025080003,11
34025080017,11
34025075002,11
34025075003,11
34025080006,11
34025080014,11
34025095024,30
34029055010,12
34029055029,12
34029055034,12
34025130013,12
34025130017,12
34025130026,12
34025130006,12
34025080005,11
34025080012,11
34025130027,12
34025130025,12
34025075001,11
34029055033,12
34025140020,13
34025060001,12
34029055028,12
34025140028,13
34025130016,12
34025130014,12
34025130015,12
34025130011,12
34025130005,12
34025130010,12
34025080007,11
34025095020,30
34025080016,11
34025130002,12
34025075004,11
34025075005,11
34025075006,11
34023065311,14
34025095023,30
34029055030,12
34025095006,30
34025095012,30
34025140022,13
34025140017,13
34025140007,13
34025140011,13
34025140021,13
34025080001,11
34025075007,11
34025130008,12
34029120009,10
34029120012,10
34029120014,10
34029120011,10
34029120013,10
34029035041,10
34029035012,10
34029035053,10
34029120015,10
34029035011,10
34029035042,10
34029035038,10
34029123002,10
34029030013,10
34029035033,10
34029120016,10
34029120008,10
34029030005,10
34029010001,10
34029030018,10
34029075001,10
34029130001,10
34029035019,10
34029035027,10
34029035054,10
34029025107,9
34029035029,10
34029035005,10
34029035007,10
34029035016,10
34029035031,10
34029035032,10
34029035008,10
34029030055,10
34029030025,10
34029030053,10
34029030007,10
34029030010,10
34029030037,10
34029025103,9
34029035026,10
34029105001,9
34029135001,10
34029135002,10
34029030051,10
34029030012,10
34029030032,10
34029030006,10
34029030034,10
34029030004,10
34029030009,10
34029035020,10
34029030044,10
34029030040,10
34029030015,10
34029035015,10
34029030033,10
34029070024,30
34029070003,30
34029030035,10
34029030043,10
34029030049,10
34029120007,10
34025185011,11
34025185002,11
34025225003,11
34025225001,11
34025115006,13
34025200009,11
34025055002,11
34025247015,11
34025230001,11
34025055001,11
34025035004,30
34025235001,30
34025240002,10
34025260005,30
34025260006,30
34025260010,30
34025245002,10
34025220001,10
34025170016,11
34025260003,30
34025035003,30
34025170004,11
34025055008,11
34025055003,11
34025055007,11
34025265006,13
34025265001,13
34025100001,11
34025185004,11
34025185003,11
34025015001,11
34025015009,11
34025015005,11
34025015008,11
34025055005,11
34025055009,11
34025055004,11
34025055006,11
34025170013,11
34025185021,11
34025185012,11
34025247010,11
34025125012,11
34025185019,11
34025247009,11
34025247013,11
34025247005,11
34025247007,11
34025185015,11
34025185018,11
34025185014,11
34025247014,11
34025115002,13
34025115004,13
34025200004,11
34025200003,11
34025200007,11
34025260015,30
34025040001,11
34025170002,11
34025170001,11
34025170014,11
34025170010,11
34025185013,11
34025185017,11
34025247012,11
34025247011,11
34025170018,11
34025170006,11
34025170015,11
34025170017,11
34025135002,10
34025190004,13
34025115001,13
34025172001,11
34025170007,11
34025170005,11
34025170012,11
34025172003,11
34025170008,11
34025170011,11
34025260001,30
34025260004,30
34025260019,30
34025260013,30
34025170009,11
34025185006,11
34025185010,11
34025185008,11
34025185007,11
34025220002,10
34025240003,10
34025245001,10
34025245005,10
34025265002,13
34025035002,30
34025035001,30
34025185005,11
34025015002,11
34025260007,30
34025115003,13
34025115005,13
34025185001,11
34025155042,13
34025155025,13
34025247008,11
34025247003,11
34025240004,10
34025245004,10
34025240001,10
34025172002,11
34025030002,30
34025172004,11
34025015003,11
34025035005,30
34025030001,30
34025040004,11
34025040003,11
34025040002,11
34025015004,11
34025170003,11
34025125010,11
34025265005,13
34025265004,13
34025125004,11
34025265003,13
34025125003,11
34025125007,11
34025125006,11
34025125009,11
34025115007,13
34025190002,13
34025125014,11
34025190005,13
34025190003,13
34025125013,11
34025125017,11
34025125015,11
34025125005,11
34025125011,11
34025125016,11
34025185009,11
34013010108,34
34013010314,34
34013010107,34
34013065406,27
34013065407,27
34013065403,27
34013065402,27
34013040001,34
34013065303,27
34039080019,22
34039080018,22
34039080023,22
34039080017,22
34023025001,18
34023025066,18
34039010101,22
34039080021,22
34039080015,22
34023025050,18
34013040002,34
34013010104,34
34013040008,34
34013010103,34
34013010109,34
34013010110,34
34013010102,34
34013010105,34
34013010111,34
34013010112,34
34013065401,27
34013040004,34
34013065206,27
34013010207,34
34013010210,34
34013010202,34
34013010201,34
34013010203,34
34013100006,40
34013100011,40
34013100008,40
